Ticket,Real,Prediccion_SVM,Confianza,Accion
problemas dte chilquinta,DTE,DTE,0.7268266221343068,Agente IA
abm  licencia e1 teams para christian hevia,ABM,ABM,0.5082496826130227,Agente IA
consulta onedrive,Soporte de Campo,Soporte de Campo,0.7087372554559342,Agente IA
zbook,Soporte de Campo,Aplicaciones,0.376388314814981,Agente IA
instalación de winzip,Soporte de Campo,Soporte de Campo,0.7044825024473024,Agente IA
bloqueo de cuenta,DBA,DBA,0.2996699247190036,Agente IA
actualizacin requerida clientes vpn globalprotect,Soporte de Campo,Soporte de Campo,0.7492005876968735,Agente IA
problemas de acceso a gestin de desempeo nuestra net,Ingenieros TI,Soporte de Campo,0.46992059753928167,Agente IA
habilitacin usuarios consultora cewm  proyecto bodegas tc,ABM,ABM,0.3005880071067999,Agente IA
microsoft teams,Soporte de Campo,Soporte de Campo,0.6285489754317578,Agente IA
ttirespaldar mul ot 20250042  a produccion  tablero informe de morosidad 90289,OT,OT,0.7258484673735822,Agente IA
revisión cuenta sistemastecnoredcl,Ingenieros TI,Soporte de Campo,0.5971220699955241,Agente IA
problemas para ingresar a cuentas,Soporte de Campo,Soporte de Campo,0.2935583638349578,Agente IA
acceso orm  ticket 18437  veronica del rosario castillo,DBA,Soporte de Campo,0.35950282964878166,Agente IA
problemas en ingreso de vacaciones,DBA,SAP,0.3295151932968899,Agente IA
mesa calibración,Soporte de Campo,Soporte de Campo,0.6333056296304085,Agente IA
ticket  respaldo y limpieza de tabla posición histórica gps,Ingenieros TI,Técnico TI,0.39487833257573285,Agente IA
solicitud con problemas 116961763,Aplicaciones,Soporte de Campo,0.3834532317906036,Agente IA
problemas apertura osf,Soporte de Campo,Soporte de Campo,0.6933915247537379,Agente IA
consulta,MDA,MDA,0.5940658749024682,Agente IA
acceso a gisred,MDA,Sistemas GIS,0.37858233506943745,Agente IA
solicitud de cotizacin,Soporte de Campo,Telecomunicaciones,0.43460198851236304,Agente IA
solicitud acceso orm y vpn,ABM,ABM,0.3766677694974918,Agente IA
permiso de acceso a correo fuera de chile a usuario mao rui urgente,Ingenieros TI,Ingenieros TI,0.7237190889903292,Agente IA
actualizar a microsoft 365,Soporte de Campo,Soporte de Campo,0.5706435301778875,Agente IA
problema acceso sistema sinco,DBA,Soporte de Campo,0.48651790243639964,Agente IA
liberación de links,Ingenieros TI,Telecomunicaciones,0.34750981665976965,Agente IA
20240424pmmonemontemartxt,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
regla correos corporativos,Soporte de Campo,Ingenieros TI,0.6600604074712709,Agente IA
sin internet lucy ulloa san felipe  internet of san felipe,Soporte de Campo,Soporte de Campo,0.7135320630802754,Agente IA
abm creación cuenta de red y vpn,Ingenieros TI,Ingenieros TI,0.5707547271356798,Agente IA
consulta mail sala concepcin,Soporte de Campo,Soporte de Campo,0.3270692737771629,Agente IA
ingreso cuenta lector,DBA,DBA,0.4754818466435827,Agente IA
credenciales cuenta de correo  aura fernanda narvaez santoro,Soporte de Campo,Ingenieros TI,0.4279763526889398,Agente IA
problema de asignación comunaempresa  portal de interferencias,Aplicaciones,Aplicaciones,0.2996170581238911,Agente IA
caducidad de contraseña globalprotect frubilar,ABM,Soporte de Campo,0.31956760111223215,Agente IA
integrantes comité,Ingenieros TI,Aplicaciones,0.4681631128425651,Agente IA
inconsistencias detectadas  star subsidio ley 21667 estatus postulantes v2 082025 sec 072025,Aplicaciones,Aplicaciones,0.5424485940496931,Agente IA
factigis,Aplicaciones,Sistemas GIS,0.41860877232541216,Agente IA
agregar manualmente cuentas compartidas en outlook,Soporte de Campo,Soporte de Campo,0.4567128369381595,Agente IA
ticket prd  inventario,ABM,Soporte de Campo,0.49310152213054464,Agente IA
problema en open,Aplicaciones,Soporte de Campo,0.3984563097549898,Agente IA
medidores nari asociado a clientes sin comunicacin,AMI,Aplicaciones,0.5557283589329556,Agente IA
analisis requerimiento  sec nuevos requerimientos pip  re33228  f reclamos consultas denuncias o solicitudes,Seguimientos IMA,Seguimientos IMA,0.7078541906031165,Agente IA
consulta,Soporte de Campo,MDA,0.5940658749024682,Agente IA
vpn,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
acceso sharepoint f rubilar,ABM,Técnico TI,0.6083021918278656,Agente IA
microsoft authenticator,Ingenieros TI,Ingenieros TI,0.5021773564155124,Agente IA
urgencia alguna novedad de problema con osf,Aplicaciones,Soporte de Campo,0.38824527430697214,Agente IA
configuracin de ip fija  tesorera,Ingenieros TI,Ingenieros TI,0.5946084889158153,Agente IA
cambio de numero telefónico para código de validación de correo,Ingenieros TI,Ingenieros TI,0.6133515232926755,Agente IA
favor habilitar acceso rdp usuario sdiaz,Ingenieros TI,Ciberseguridad,0.4799831259148486,Agente IA
retrasar la actualizacion msa,Ingenieros TI,Soporte de Campo,0.41006249334681827,Agente IA
regla correo alicia gonzalez,Soporte de Campo,Ingenieros TI,0.5787794925328799,Agente IA
bloqueo contrasea,DBA,DBA,0.36564134720323976,Agente IA
desbloqueo de cuenta,MDA,MDA,0.6445565806454958,Agente IA
cambio de clave clevest,MDA,Técnico TI,0.5926525520481949,Agente IA
vpn,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
acceso plataforma sharepoint,ABM,ABM,0.5620281247593061,Agente IA
problemas de accesos para extraer informe de detalles de consumos factura unica,Aplicaciones,Aplicaciones,0.6359053506904241,Agente IA
autorizacion para habilitacin de correo en el extranjero,Ingenieros TI,Ingenieros TI,0.7006269479974977,Agente IA
rdenes sin coordenadas,Aplicaciones,Aplicaciones,0.6555698928633396,Agente IA
problemas ingreso credenciales office 365,Soporte de Campo,Técnico TI,0.4298815255902131,Agente IA
problema con maquina virtual,Ingenieros TI,Soporte de Campo,0.45732384239319074,Agente IA
clave bloqueada aldunate,Soporte de Campo,Soporte de Campo,0.6527954600954345,Agente IA
problemas con orm,Aplicaciones,Soporte de Campo,0.38738467346420036,Agente IA
aviso error modalidad de adquisiciónproducto 587885,Aplicaciones,Aplicaciones,0.689389952342025,Agente IA
cambio masivo subcategoras comerciales,Aplicaciones,Aplicaciones,0.6318040549189082,Agente IA
cambiodeclavesap,DBA,Aplicaciones,0.376388314814981,Agente IA
sin conexin a citrix,Soporte de Campo,Soporte de Campo,0.5543394456014404,Agente IA
odernador pantalla negra,Soporte de Campo,Soporte de Campo,0.7046236659490082,Agente IA
nueva asignación  zorobabel edmundo cuevas orellana,Soporte de Campo,Ingenieros TI,0.46147338086012235,Agente IA
viaticos,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
corte y reposicin  nueva consulta qry norma tcnica segunda visita reconexin,Aplicaciones,Aplicaciones,0.7102493264232929,Agente IA
rv solicitud acceso sap personas sr cristian candia,ABM,ABM,0.4666343286145094,Agente IA
solicitud cambio de clave,Ingenieros TI,MDA,0.45254598697339543,Agente IA
licenciamiento o365,Ingenieros TI,Ingenieros TI,0.7068573832845733,Agente IA
cristian patricio murillo flores,Soporte de Campo,Soporte de Campo,0.6292273133508814,Agente IA
desbloqueo de cuenta,MDA,MDA,0.6445565806454958,Agente IA
ayuda,Soporte de Campo,Soporte de Campo,0.723711626195449,Agente IA
acceso a mgs ingreso de viáticos,ABM,DBA,0.2697447612150315,Agente IA
no puedo ingresar a gisred,MDA,Soporte de Campo,0.3158968577674112,Agente IA
problemas con mfa,Ingenieros TI,Ingenieros TI,0.6791715803654931,Agente IA
dashboard electrodependientes ami,Aplicaciones,Aplicaciones,0.32446913360509216,Agente IA
acceso opensmartflex  ticket 44956  lizabeth carol vidal contreras,ABM,ABM,0.5490011777959547,Agente IA
acceso poweron restore,ABM,TDO,0.2814720824870323,Agente IA
boletn de ciberseguridad  vpn,Soporte de Campo,Ingenieros TI,0.5812499084985173,Agente IA
dte factura chq dx,Aplicaciones,Aplicaciones,0.6425940833393096,Agente IA
urgente oficina valparaiso,Soporte de Campo,Soporte de Campo,0.4063155560022064,Agente IA
por favor revisar mi correo,Soporte de Campo,Soporte de Campo,0.39244484568154436,Agente IA
credenciales dominio scada margarita cerda,Ingenieros TI,Soporte de Campo,0.49374891286462597,Agente IA
password vpn globalprotect,Ingenieros TI,Soporte de Campo,0.6377705969270068,Agente IA
cambio de clave clevest,Técnico TI,Técnico TI,0.5926525520481949,Agente IA
eliminar del campo correos,Aplicaciones,Aplicaciones,0.6042458835870946,Agente IA
gestin en la aplicacin de nuevo procedimiento en ambiente sftu  sao 616239  peboconslogicservice,Actividades Proyectos IMA,Aplicaciones,0.7084405512036517,Agente IA
traspaso de licencia clevest,Técnico TI,Ingenieros TI,0.42369279568090296,Agente IA
control de plagas habilitar equipos 2812,Soporte de Campo,Soporte de Campo,0.4517410056045432,Agente IA
osf parral,Soporte de Campo,Aplicaciones,0.5166461657263168,Agente IA
problemas para ingresar a open,Aplicaciones,Soporte de Campo,0.6261889129817809,Agente IA
sharepoint camila campos,Técnico TI,ABM,0.35812713395512824,Agente IA
aviso anydesk,Soporte de Campo,Soporte de Campo,0.36077400167486906,Agente IA
solicita incorporar consulta en orm,Aplicaciones,Aplicaciones,0.6547367793098028,Agente IA
solicitud consultas para orm,Aplicaciones,Aplicaciones,0.5113380125093453,Agente IA
notificacin de vencimiento de contrasea de red,MDA,MDA,0.6200406596546788,Agente IA
solicita información cuenta casilla,Soporte de Campo,Ingenieros TI,0.5310927578839706,Agente IA
carga tu energía al 100  consideraciones para incorporar un nuevo talento al equipo,ABM,Aplicaciones,0.5161504429820521,Agente IA
error orm,Aplicaciones,Aplicaciones,0.4346978999218211,Agente IA
revisión de error en meridian,Meridian,Soporte de Campo,0.47210717119093687,Agente IA
acceso a sharepoint,Técnico TI,Técnico TI,0.6083021918278656,Agente IA
solicitud de acceso sap para vladimir nez gonzlez,DBA,ABM,0.5810795116365237,Agente IA
ot front  back autoconsulta,Aplicaciones,Soporte de Campo,0.48724854702328346,Agente IA
visualizador archivos cad dwg,Soporte de Campo,Soporte de Campo,0.5180539043564076,Agente IA
falla en vinculacin de cuenta correo dpuerto con equipo mvil,Soporte de Campo,Soporte de Campo,0.3316057168502532,Agente IA
control remoto  imei 354159123659670,Técnico TI,Técnico TI,0.4647024762940855,Agente IA
cuentas clevest workbook cyr,ABM,ABM,0.40486346898145503,Agente IA
consulta por cuentas de open y correo de luis guerra,ABM,DBA,0.32870914067037244,Agente IA
revisar vpn,Ingenieros TI,Soporte de Campo,0.7449251500516638,Agente IA
restaurar backup bd dmps84 en desarrollo,DBA,DBA,0.4019862950772404,Agente IA
instalacin cymdist,Soporte de Campo,Soporte de Campo,0.6883053431655961,Agente IA
falla en creación masiva de medidore,Aplicaciones,Aplicaciones,0.6982193207233603,Agente IA
problemas de trabajo en documento compartido en sharepoint,Soporte de Campo,Técnico TI,0.44896077441120613,Agente IA
cambio de apellidos,ABM,Aplicaciones,0.46573084524934294,Agente IA
vdi po filiales centro,Ingenieros TI,Ingenieros TI,0.4332293934921608,Agente IA
cambiar numero de autenticación mfa,Ingenieros TI,Ingenieros TI,0.7171963309695322,Agente IA
notificacin de vencimiento de contrasea de red,Soporte de Campo,MDA,0.6200406596546788,Agente IA
error cuentas vales de transporte,Aplicaciones,Aplicaciones,0.5483111063468856,Agente IA
traslado equipo pruebas mdm,Soporte de Campo,Soporte de Campo,0.6942427680959176,Agente IA
solicitud de vacaciones no llega a jefatura,DBA,ABM,0.478617239518766,Agente IA
urgente  cuenta caducada a osf  usuario jallende  casablanca,DBA,DBA,0.3751653126155882,Agente IA
gestión de interacciones abrilmayo 2023xls,Aplicaciones,Aplicaciones,0.7271338715688086,Agente IA
problema para ingreso de vacaciones sap,DBA,SAP,0.5471758576998852,Agente IA
problemas para actualizaciones,Soporte de Campo,Soporte de Campo,0.7415754936019551,Agente IA
ticket 98866,MDA,Soporte de Campo,0.31332174290337994,Agente IA
data universo corte diario,Ingenieros TI,Aplicaciones,0.4653572631657032,Agente IA
desconexin programada 07062024 id0001qak14a99bveap 676007 hijuelaschilquinta,Aplicaciones,Aplicaciones,0.7065905786396209,Agente IA
sin acceso a open,MDA,MDA,0.3399811722661035,Agente IA
acceso remoto,ABM,Ingenieros TI,0.46315883697028476,Agente IA
revisin de archivos lp proceso 092025,Aplicaciones,Aplicaciones,0.5420247286846321,Agente IA
indisponibilidad de osf,Aplicaciones,DBA,0.4747359057480664,Agente IA
sn1chilquinta monitoreo ti sqldbplan disk free d labeldata espacio libre en disco snmp fallo anterior advertencia repetir escalacion 5  espacio libre est por debajo del limite de error 5  en espacio libre,DBA,Ingenieros TI,0.6282614053800569,Agente IA
descarga de archivos,Soporte de Campo,Soporte de Campo,0.3514619547964363,Agente IA
anlisis modificacin tablero seguimiento itos,Aplicaciones,Seguimientos IMA,0.4249764612291389,Agente IA
no tengo acceso a pc despus del cambio de contrasea solicitado,Soporte de Campo,Soporte de Campo,0.5239711957338874,Agente IA
problema orm,Aplicaciones,Aplicaciones,0.43610872857270744,Agente IA
formulario abmnerea riveraxlsm,ABM,ABM,0.5109537123344614,Agente IA
problemas con acceso a gisred,Sistemas GIS,Técnico TI,0.261469566283675,Agente IA
legalizacin masiva ot gestin de fallo edificio vista norte concon,Aplicaciones,Aplicaciones,0.7268242041070186,Agente IA
problemadespacho poweron procesador de llamadas detenido,TDO,PowerOn,0.43671991222223266,Agente IA
abmallison vega,ABM,Soporte de Campo,0.5744613236487999,Agente IA
cambiar numero telefónico para código de seguridad,MDA,MDA,0.42205629205843725,Agente IA
auto consultaa no imprime boleta,Soporte de Campo,Soporte de Campo,0.6167379796495334,Agente IA
normalizar hora consolas dms,Ingenieros TI,Soporte de Campo,0.3808197309409853,Agente IA
problema inicio sesion gisred,MDA,Sistemas GIS,0.5148214059133355,Agente IA
problema de acceso a global,Soporte de Campo,Soporte de Campo,0.2864791876012905,Agente IA
dte  solicitud reproceso de documentos,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.7129449951226347,Agente IA
creación participantes  portal de facturación  eletrans ii,Aplicaciones,Aplicaciones,0.718178303157368,Agente IA
alertas nari en reposmartmeters,DBA,Ingenieros TI,0.3883441101667859,Agente IA
traspaso a prepago,Telecomunicaciones,Soporte de Campo,0.5481737789323528,Agente IA
asignacin de perfil control gestin tecnored para usuaria acorreas en mgs,ABM,ABM,0.5659057705216108,Agente IA
cayó horizon de ccappell y lescobar,Ingenieros TI,Ingenieros TI,0.6658433736744686,Agente IA
extensin contrato eduardo pinto,ABM,ABM,0.4556576862302458,Agente IA
revisoon de vpn,Soporte de Campo,Soporte de Campo,0.6704961013661647,Agente IA
no puedo ingresar cuenta orm,Aplicaciones,Soporte de Campo,0.4702947328576461,Agente IA
normalizacion data perdida subsidio,Aplicaciones,Aplicaciones,0.397789753249336,Agente IA
solicitud revisin equipo en servidor of quillota,Soporte de Campo,Soporte de Campo,0.7177825917840512,Agente IA
cuenta osf usuario fabricio pineda,ABM,DBA,0.528547351620085,Agente IA
consulta si hay reportes con problemas en vpn,MDA,Ingenieros TI,0.45149973724568104,Agente IA
sin acceso a orm,Soporte de Campo,MDA,0.37390984124829485,Agente IA
agregar usuario a casilla de correo  0365,Ingenieros TI,Ingenieros TI,0.6834772750634185,Agente IA
desbloqueo de cuenta,DBA,MDA,0.6445565806454958,Agente IA
sin acceso a open,DBA,MDA,0.3399811722661035,Agente IA
solicita eliminacin de credenciales para open  correo y acceso a notebook,DBA,Soporte de Campo,0.6568607068122506,Agente IA
favor revisar seguridad del pchay conos en rojo,Soporte de Campo,Soporte de Campo,0.7471257281254037,Agente IA
cambio número telefono,Ingenieros TI,Ingenieros TI,0.6089418950787917,Agente IA
error al hacer click,Soporte de Campo,Aplicaciones,0.47978493095730035,Agente IA
creacin de cuentas scada de ciberseguridad,Ingenieros TI,ABM,0.48615744315246906,Agente IA
traslado dinero frec  rv nuevo mensaje proyecto pavimentos participativos 34 llamado comuna catemu id19531,Aplicaciones,Soporte de Campo,0.3973823439144378,Agente IA
reinicio pool servidores nuevos vehculos prdidas,Aplicaciones,Técnico TI,0.3022457509660343,Agente IA
reactivacin cuenta de darlin,ABM,ABM,0.5329832458827825,Agente IA
robo de mochila ncarmona,Soporte de Campo,Soporte de Campo,0.5470704928908928,Agente IA
credenciales para mdms y hes,AMI,ABM,0.5659665887578517,Agente IA
formato xps para guardar,Soporte de Campo,ABM,0.38250854895293934,Agente IA
error en carga de pac,MDA,Aplicaciones,0.6465475009080524,Agente IA
problemas con el cambio en la conexión vpn,Soporte de Campo,Ingenieros TI,0.4097073385193722,Agente IA
ingresar a gisred,Sistemas GIS,Sistemas GIS,0.34302056736205705,Agente IA
actualización aplicación,Soporte de Campo,Soporte de Campo,0.6744659664408776,Agente IA
consulta por correo enviado,MDA,MDA,0.6654897710631196,Agente IA
problema,DBA,Soporte de Campo,0.7006145276417,Agente IA
equipos telefónicos de tesorería,Telecomunicaciones,Soporte de Campo,0.6449498765768601,Agente IA
error vpn,Soporte de Campo,Ingenieros TI,0.5349247820264044,Agente IA
inicio proyecto reemplazo de medidores por obsolescencia,Aplicaciones,Aplicaciones,0.6433635638410643,Agente IA
desbloquear clave  usuario vzamoram,DBA,DBA,0.48826945820982165,Agente IA
abm  marcelo riveros 1005,ABM,ABM,0.5684205912766253,Agente IA
